order_id,order_date,user_id,name,city,sate,postal_code,product_id,sales,quantity
660,2018-01-20,792,Zuschuss Carroll,Edmonds,Washington,98026,350,1298.55,5
661,2018-01-20,792,Zuschuss Carroll,Edmonds,Washington,98026,382,213.92,4
662,2018-01-20,792,Zuschuss Carroll,Edmonds,Washington,98026,1487,25.78,2
663,2020-08-21,596,Pauline Johnson,Santa Ana,California,92704,169,18.28,2
664,2020-08-21,596,Pauline Johnson,Santa Ana,California,92704,1509,1399.93,7
665,2018-06-28,119,Bart Watters,Milwaukee,Wisconsin,53209,1018,51.84,8
666,2019-12-24,193,Dean Braden,Philadelphia,Pennsylvania,19140,1225,5.344,1
667,2017-10-05,125,Cynthia Arntzen,Philadelphia,Pennsylvania,19140,1039,41.472,8
668,2017-10-05,125,Cynthia Arntzen,Philadelphia,Pennsylvania,19140,764,3.168,3
669,2017-10-05,125,Cynthia Arntzen,Philadelphia,Pennsylvania,19140,70,1228.465,5
670,2017-10-05,125,Cynthia Arntzen,Philadelphia,Pennsylvania,19140,814,31.086,3
671,2017-10-05,125,Cynthia Arntzen,Philadelphia,Pennsylvania,19140,1217,335.52,4
672,2020-09-27,760,Toby Ritter,Belleville,New Jersey,7109,1532,239.97,3
673,2020-09-27,760,Toby Ritter,Belleville,New Jersey,7109,988,9.82,2
674,2017-08-16,592,Patrick Gardner,San Francisco,California,94110,1561,67.8,4
675,2017-08-16,592,Patrick Gardner,San Francisco,California,94110,1461,167.97,3
676,2020-11-28,312,Greg Tran,Lakeville,Minnesota,55044,922,35,7
677,2020-11-28,312,Greg Tran,Lakeville,Minnesota,55044,1423,37.24,4
678,2020-11-28,312,Greg Tran,Lakeville,Minnesota,55044,896,15.28,2
679,2017-12-16,463,Lisa Hazard,Tyler,Texas,75701,676,51.184,4
680,2019-06-15,247,Ed Braxton,Fort Worth,Texas,76106,1767,21.072,3
681,2019-02-28,93,Brian Moss,New York City,New York,10035,625,60.45,3
682,2019-02-28,93,Brian Moss,New York City,New York,10035,556,11.52,4
683,2019-02-28,93,Brian Moss,New York City,New York,10035,8,186.048,4
684,2020-02-15,272,Eudokia Martin,Los Angeles,California,90036,690,37.44,4
685,2020-02-15,272,Eudokia Martin,Los Angeles,California,90036,704,26.976,4
686,2020-02-15,272,Eudokia Martin,Los Angeles,California,90036,1438,11.36,2
687,2020-02-15,272,Eudokia Martin,Los Angeles,California,90036,1001,14.62,2
688,2019-01-21,18,Art Foster,Louisville,Kentucky,40214,1731,83.72,7
689,2019-01-21,18,Art Foster,Louisville,Kentucky,40214,78,287.94,3
690,2020-04-10,294,Guy Armstrong,Lorain,Ohio,44052,278,48.896,4
691,2017-05-17,151,Cyma Kinney,Linden,New Jersey,7036,1476,115.36,7
692,2019-09-28,232,Dave Poirier,Salinas,California,93905,551,5.16,2
693,2019-09-28,232,Dave Poirier,Salinas,California,93905,1136,38.88,6
694,2019-09-05,777,Valerie Dominguez,Jackson,Mississippi,39212,578,185.88,6
695,2019-05-30,312,Greg Tran,New York City,New York,10035,290,44.46,2
696,2019-05-30,312,Greg Tran,New York City,New York,10035,1316,242.94,3
697,2017-11-10,90,Berenike Kampe,New York City,New York,10035,1083,39.96,2
698,2017-11-10,90,Berenike Kampe,New York City,New York,10035,1440,102.3,10
699,2017-11-10,90,Berenike Kampe,New York City,New York,10035,1387,21.36,2
700,2020-07-18,695,Sanjit Jacobs,New Brunswick,New Jersey,8901,1272,7.61,1
701,2020-07-18,695,Sanjit Jacobs,New Brunswick,New Jersey,8901,910,7.16,2
702,2017-09-16,162,Chuck Magee,San Francisco,California,94122,1432,7.36,2
703,2017-09-16,162,Chuck Magee,San Francisco,California,94122,596,23.1,2
704,2019-04-15,38,Anthony Johnson,Jacksonville,Florida,32216,1506,191.472,6
705,2019-04-15,38,Anthony Johnson,Jacksonville,Florida,32216,606,5.248,2
706,2019-04-15,38,Anthony Johnson,Jacksonville,Florida,32216,1796,59.184,2
707,2017-04-19,37,Anthony Jacobs,Springfield,Virginia,22153,1003,2.89,1
708,2017-04-19,37,Anthony Jacobs,Springfield,Virginia,22153,171,51.94,1
709,2020-01-07,472,Linda Southworth,Philadelphia,Pennsylvania,19140,1013,15.936,4
710,2017-07-14,309,Guy Phonely,Lancaster,Pennsylvania,17602,791,44.91,6
711,2019-12-12,597,Paul Knutson,Philadelphia,Pennsylvania,19143,658,1141.47,5
712,2019-12-12,597,Paul Knutson,Philadelphia,Pennsylvania,19143,1773,280.782,3
713,2019-01-27,739,Tracy Blumstein,Concord,New Hampshire,3301,1222,34.44,3
714,2018-03-19,700,Sally Matthias,New York City,New York,10009,1268,11.36,2
715,2018-03-19,700,Sally Matthias,New York City,New York,10009,652,106.344,7
716,2020-12-02,294,Guy Armstrong,Charlotte,North Carolina,28205,1127,192.16,5
717,2019-04-27,133,Chuck Clark,Concord,New Hampshire,3301,285,322.59,3
718,2019-04-27,133,Chuck Clark,Concord,New Hampshire,3301,1567,29.99,1
719,2019-04-27,133,Chuck Clark,Concord,New Hampshire,3301,1518,371.97,3
720,2017-12-25,26,Anthony Garverick,Philadelphia,Pennsylvania,19120,789,5.892,4
721,2021-03-09,331,Harold Pawlan,New York City,New York,10024,800,68.472,3
722,2021-03-09,331,Harold Pawlan,New York City,New York,10024,122,1242.9,5
723,2019-01-17,214,Dave Kipp,Springfield,Virginia,22153,1335,30.84,2
724,2021-04-01,315,Gary Zandusky,San Francisco,California,94109,505,13.48,4
725,2020-01-30,601,Peter McVee,Detroit,Michigan,48227,164,31.4,5
726,2017-08-06,465,Lauren Leatherbury,Rochester,New York,14609,182,17.46,2
727,2018-08-03,406,Jill Stevenson,Los Angeles,California,90045,724,13.944,3
728,2020-10-03,581,Olvera Toch,San Diego,California,92105,1373,83.76,12
729,2021-01-21,267,Ed Ludwig,Columbia,Maryland,21044,678,37.66,7
730,2018-03-18,151,Cyma Kinney,San Francisco,California,94122,1235,34.68,6
731,2020-09-27,354,Jeremy Ellison,New Rochelle,New York,10801,1482,149.95,5
732,2020-09-27,354,Jeremy Ellison,New Rochelle,New York,10801,680,51.312,3
733,2020-10-03,753,Tracy Hopkins,Detroit,Michigan,48227,1115,4.54,1
734,2020-10-03,753,Tracy Hopkins,Detroit,Michigan,48227,571,15.92,4
735,2020-10-03,753,Tracy Hopkins,Detroit,Michigan,48227,1784,543.92,8
736,2020-02-18,587,Pamela Coakley,San Francisco,California,94122,1361,155.82,7
737,2020-02-18,587,Pamela Coakley,San Francisco,California,94122,773,70.008,3
738,2020-01-11,328,Hunter Lopez,Houston,Texas,77095,853,15.648,2
739,2017-12-17,537,Maribeth Schnelling,Detroit,Michigan,48227,997,103.6,7
740,2021-02-05,295,George Bell,Auburn,New York,13021,1162,46.96,8
741,2019-07-19,405,Justin Ritter,Springfield,Ohio,45503,835,8.904,2
742,2021-02-18,747,Tamara Dahlen,Garland,Texas,75043,958,10.44,5
743,2021-02-18,747,Tamara Dahlen,Garland,Texas,75043,694,18.336,4
744,2020-12-23,191,Dave Brooks,Chicago,Illinois,60653,1845,323.976,3
745,2021-04-08,604,Patrick O'Donnell,New York City,New York,10009,32,323.136,4
746,2021-04-08,604,Patrick O'Donnell,New York City,New York,10009,1851,90.93,7
747,2021-04-08,604,Patrick O'Donnell,New York City,New York,10009,785,52.776,3
748,2020-12-10,76,Bill Eplett,Jackson,Michigan,49201,1727,1199.8,4
749,2020-12-10,76,Bill Eplett,Jackson,Michigan,49201,1591,1928.78,7
750,2020-12-10,76,Bill Eplett,Jackson,Michigan,49201,1404,352.38,2
751,2018-09-08,669,Sample Company A,Norwich,Connecticut,6360,204,22.2,6
752,2021-03-06,93,Brian Moss,Milwaukee,Wisconsin,53209,291,46.94,1
753,2021-03-06,93,Brian Moss,Milwaukee,Wisconsin,53209,1508,143.73,9
754,2019-06-13,662,Rob Williams,Dallas,Texas,75220,847,149.352,3
755,2019-06-13,662,Rob Williams,Dallas,Texas,75220,1349,12.992,1
756,2018-03-14,629,Roy Collins,Alexandria,Virginia,22304,1371,24.56,2
757,2018-07-20,684,Sanjit Engle,New York City,New York,10009,1533,85.14,3
758,2018-07-20,684,Sanjit Engle,New York City,New York,10009,1844,21.99,1
759,2018-07-20,684,Sanjit Engle,New York City,New York,10009,465,406.6,5
760,2019-12-24,29,Adam Hart,New York City,New York,10011,780,841.568,2
761,2019-01-13,375,Joel Jenkins,Springfield,Virginia,22153,493,46.2,4
762,2019-01-13,375,Joel Jenkins,Springfield,Virginia,22153,391,28.84,2
763,2020-07-22,9,Alan Barnes,Toledo,Ohio,43615,587,14.592,3
764,2020-07-22,9,Alan Barnes,Toledo,Ohio,43615,520,89.856,3
765,2020-07-22,9,Alan Barnes,Toledo,Ohio,43615,1287,13.872,3
766,2020-12-10,647,Ralph Kennedy,Philadelphia,Pennsylvania,19140,1157,12.192,3
767,2019-09-28,143,Catherine Glotzbach,Philadelphia,Pennsylvania,19120,1123,45.056,8
768,2019-09-28,143,Catherine Glotzbach,Philadelphia,Pennsylvania,19120,840,29.718,6
769,2019-09-28,143,Catherine Glotzbach,Philadelphia,Pennsylvania,19120,1136,15.552,3
770,2019-09-28,143,Catherine Glotzbach,Philadelphia,Pennsylvania,19120,397,447.696,2
771,2021-02-12,618,Ruben Ausman,Farmington,New Mexico,87401,1572,159.99,1
772,2019-03-23,653,Rachel Payne,Riverside,California,92503,1036,12.96,2
773,2019-03-23,653,Rachel Payne,Riverside,California,92503,442,134.48,4
774,2019-09-27,420,Karen Carlisle,San Francisco,California,94110,1044,17.12,2
775,2020-03-22,662,Rob Williams,Torrance,California,90503,712,6.096,2
776,2020-03-22,662,Rob Williams,Torrance,California,90503,320,1114.272,4
777,2018-11-03,125,Cynthia Arntzen,Mesa,Arizona,85204,342,393.165,3
778,2021-03-07,628,Ross Baird,Philadelphia,Pennsylvania,19120,264,516.488,7
779,2021-03-07,628,Ross Baird,Philadelphia,Pennsylvania,19120,159,1007.232,6
780,2021-03-07,628,Ross Baird,Philadelphia,Pennsylvania,19120,365,2065.32,12
781,2021-03-07,628,Ross Baird,Philadelphia,Pennsylvania,19120,1073,15.552,3
782,2021-03-07,628,Ross Baird,Philadelphia,Pennsylvania,19120,1172,25.344,6
783,2020-07-11,430,Katherine Hughes,Philadelphia,Pennsylvania,19143,205,25.472,4
784,2021-04-06,302,Greg Hansen,Round Rock,Texas,78664,540,27.168,2
785,2021-04-06,302,Greg Hansen,Round Rock,Texas,78664,48,78.8528,2
786,2021-03-09,726,Scott Williamson,Jackson,Mississippi,39212,1307,173.8,5
787,2018-12-31,219,Daniel Lacy,Oceanside,California,92054,294,204.6,2
788,2021-02-21,480,Lindsay Williams,San Francisco,California,94110,100,321.568,2
789,2019-12-10,185,Cynthia Voltz,San Francisco,California,94110,857,21.88,2
790,2017-12-30,537,Maribeth Schnelling,Boca Raton,Florida,33433,967,4.608,2
791,2020-07-17,110,Bryan Spruell,New York City,New York,10011,1000,9.82,2
792,2020-07-17,110,Bryan Spruell,New York City,New York,10011,618,35.97,3
793,2020-07-17,110,Bryan Spruell,New York City,New York,10011,1275,12.96,2
794,2020-07-17,110,Bryan Spruell,New York City,New York,10011,1095,191.6,4
795,2020-07-17,110,Bryan Spruell,New York City,New York,10011,967,8.64,3
796,2020-07-17,110,Bryan Spruell,New York City,New York,10011,1329,501.81,3
797,2017-04-25,220,Delfina Latchford,Philadelphia,Pennsylvania,19134,176,127.104,6
798,2017-04-25,220,Delfina Latchford,Philadelphia,Pennsylvania,19134,1848,124.2,3
799,2017-04-25,220,Delfina Latchford,Philadelphia,Pennsylvania,19134,699,18.588,2
800,2017-04-25,220,Delfina Latchford,Philadelphia,Pennsylvania,19134,959,30.072,3
801,2021-01-12,606,Phillina Ober,New York City,New York,10011,1813,160.93,7
802,2021-01-12,606,Phillina Ober,New York City,New York,10011,825,75.792,3
803,2020-10-16,747,Tamara Dahlen,Portland,Oregon,97206,721,1.08,2
804,2020-04-16,119,Bart Watters,Detroit,Michigan,48205,1625,3059.982,2
805,2019-09-07,663,Robert Waldorf,Wilmington,North Carolina,28403,670,3.282,2
806,2019-03-19,419,Ken Brennan,Columbus,Indiana,47201,1254,34.02,3
807,2020-01-11,250,Emily Burns,New York City,New York,10035,102,599.292,6
808,2021-01-06,58,Ann Steele,Pasadena,Texas,77506,848,27.968,4
809,2021-01-06,58,Ann Steele,Pasadena,Texas,77506,1652,336.51,3
810,2018-06-18,764,Toby Swindell,Houston,Texas,77041,803,1.112,2
811,2020-08-28,368,John Grady,Auburn,New York,13021,289,520.05,5
812,2020-08-28,368,John Grady,Auburn,New York,13021,542,17.97,3
813,2018-07-07,699,Sara Luxemburg,Jacksonville,Florida,32216,120,1166.92,5
814,2019-12-04,641,Roland Fjeld,San Jose,California,95123,929,10.23,3
815,2019-12-04,641,Roland Fjeld,San Jose,California,95123,1223,154.9,5
816,2017-08-28,548,Mitch Willingham,Virginia Beach,Virginia,23464,796,2715.93,7
817,2017-08-28,548,Mitch Willingham,Virginia Beach,Virginia,23464,1729,617.97,3
818,2019-02-05,632,Rob Dowd,Henderson,Kentucky,42420,890,10.67,1
819,2019-02-05,632,Rob Dowd,Henderson,Kentucky,42420,1410,36.63,3
820,2019-02-05,632,Rob Dowd,Henderson,Kentucky,42420,240,24.1,5
821,2019-02-05,632,Rob Dowd,Henderson,Kentucky,42420,202,33.11,7
822,2020-02-21,288,Frank Merwin,Vancouver,Washington,98661,565,44.02,2
823,2018-11-08,643,Rick Hansen,New York City,New York,10024,1548,2309.65,7
824,2018-11-08,643,Rick Hansen,New York City,New York,10024,350,1090.782,7
825,2018-11-08,643,Rick Hansen,New York City,New York,10024,1275,19.44,3
826,2018-12-05,620,Ryan Akin,Murrieta,California,92563,1292,484.65,3
827,2019-02-14,543,Meg Tillman,Scottsdale,Arizona,85254,872,7.08,3
828,2019-02-14,543,Meg Tillman,Scottsdale,Arizona,85254,723,4.401,3
829,2021-04-04,603,Patrick O'Brill,Burlington,Iowa,52601,1107,44.75,5
830,2020-11-08,60,Annie Thurman,Chicago,Illinois,60653,1824,95.984,2
831,2018-03-03,779,Vivek Gonzalez,San Diego,California,92037,191,151.72,4
832,2020-09-24,590,Philip Fox,Olympia,Washington,98502,311,155.25,3
833,2020-09-24,590,Philip Fox,Olympia,Washington,98502,1402,14.03,1
834,2019-03-31,408,John Stevenson,Seattle,Washington,98103,359,1618.37,13
835,2019-03-31,408,John Stevenson,Seattle,Washington,98103,1555,99.6,1
836,2018-12-26,531,Meg O'Connel,Los Angeles,California,90036,1252,32.4,5
837,2018-08-05,312,Greg Tran,Washington,District of Columbia,20016,508,22.74,3
838,2018-08-05,312,Greg Tran,Washington,District of Columbia,20016,54,1267.53,3
839,2018-08-05,312,Greg Tran,Washington,District of Columbia,20016,1671,1379.92,8
840,2021-03-26,332,Hallie Redmond,Los Angeles,California,90045,653,11.808,2
841,2019-04-21,203,Deanra Eno,Springfield,Ohio,45503,1087,15.552,3
842,2019-04-21,203,Deanra Eno,Springfield,Ohio,45503,1226,63.312,3
843,2019-04-21,203,Deanra Eno,Springfield,Ohio,45503,1684,15.588,2
844,2020-02-28,22,Allen Goldenen,Cincinnati,Ohio,45231,1080,15.696,3
845,2020-02-28,22,Allen Goldenen,Cincinnati,Ohio,45231,775,2.628,2
846,2020-02-28,22,Allen Goldenen,Cincinnati,Ohio,45231,656,14.427,3
847,2019-07-31,267,Ed Ludwig,Jefferson City,Missouri,65109,281,86.62,2
848,2018-09-21,374,Jennifer Jackson,Los Angeles,California,90004,787,36.624,3
849,2021-02-27,369,Jennifer Halladay,Burlington,North Carolina,27217,477,23.968,7
850,2021-02-27,369,Jennifer Halladay,Burlington,North Carolina,27217,631,28.728,3
851,2019-06-28,633,Robert Dilbeck,Saint Peters,Missouri,63376,326,697.16,4
852,2019-12-15,530,Mary O'Rourke,New York City,New York,10035,1593,31.86,2
853,2019-12-15,530,Mary O'Rourke,New York City,New York,10035,14,722.352,3
854,2020-10-16,577,Noel Staavos,Chicago,Illinois,60610,506,8.84,5
855,2020-10-16,577,Noel Staavos,Chicago,Illinois,60610,378,58.464,9
856,2021-01-19,705,Steve Nguyen,Rockford,Illinois,61107,86,254.604,14
857,2019-06-16,792,Zuschuss Carroll,Miami,Florida,33142,1729,1363.96,5
858,2019-06-16,792,Zuschuss Carroll,Miami,Florida,33142,284,102.36,3
859,2018-10-11,205,Deirdre Greer,Philadelphia,Pennsylvania,19134,150,168.464,2
860,2018-10-11,205,Deirdre Greer,Philadelphia,Pennsylvania,19134,1099,6.72,2
861,2018-10-11,205,Deirdre Greer,Philadelphia,Pennsylvania,19134,300,282.888,9
862,2018-07-13,563,Nicole Fjeld,New York City,New York,10009,494,11.16,2
863,2018-07-13,563,Nicole Fjeld,New York City,New York,10009,304,108.4,2
864,2018-07-13,563,Nicole Fjeld,New York City,New York,10009,746,82.344,3
865,2018-07-13,563,Nicole Fjeld,New York City,New York,10009,778,9.088,4
866,2021-03-19,102,Ben Peterman,San Diego,California,92037,679,19.936,4
867,2021-03-19,102,Ben Peterman,San Diego,California,92037,700,65.568,2
868,2020-03-03,503,Matthew Grinstein,Philadelphia,Pennsylvania,19143,919,4.416,3
869,2018-07-01,352,Julia Dunbar,Houston,Texas,77095,106,107.772,2
870,2018-07-25,762,Theresa Swint,Toledo,Ohio,43615,423,45.216,3
871,2018-07-25,762,Theresa Swint,Toledo,Ohio,43615,941,10.416,7
872,2018-07-25,762,Theresa Swint,Toledo,Ohio,43615,630,7.872,3
873,2018-07-25,762,Theresa Swint,Toledo,Ohio,43615,1757,118.782,3
874,2018-07-25,762,Theresa Swint,Toledo,Ohio,43615,932,1.448,1
875,2018-07-25,762,Theresa Swint,Toledo,Ohio,43615,819,55.47,5
876,2020-01-09,72,Brian DeCherney,San Francisco,California,94122,66,194.848,4
877,2018-11-02,628,Ross Baird,Philadelphia,Pennsylvania,19143,695,25.176,4
878,2019-08-06,261,Erica Hernandez,Denver,Colorado,80219,1145,29.472,3
879,2021-02-21,290,Frank Olsen,New York City,New York,10035,783,8.64,2
880,2020-02-20,539,Maurice Satty,Mesa,Arizona,85204,792,6.27,5
881,2020-02-20,539,Maurice Satty,Mesa,Arizona,85204,844,4.368,7
882,2020-02-20,539,Maurice Satty,Mesa,Arizona,85204,1562,31.984,2
883,2020-12-31,244,Don Weiss,Seattle,Washington,98105,418,119.96,2
884,2020-12-31,244,Don Weiss,Seattle,Washington,98105,1336,31.44,3
885,2020-12-31,244,Don Weiss,Seattle,Washington,98105,655,6.88,1
886,2019-03-09,112,Bill Tyler,Detroit,Michigan,48227,1043,19.92,4
887,2019-03-09,112,Bill Tyler,Detroit,Michigan,48227,98,1106.91,9
888,2019-06-09,423,Karen Daniels,Yonkers,New York,10701,326,836.592,8
889,2019-06-09,423,Karen Daniels,Yonkers,New York,10701,1204,26.38,1
890,2019-06-09,423,Karen Daniels,Yonkers,New York,10701,1386,362.92,2
891,2019-06-09,423,Karen Daniels,Yonkers,New York,10701,1667,4899.93,7
892,2019-11-23,187,Craig Yedwab,Oakland,California,94601,1855,71.976,3
893,2019-11-23,187,Craig Yedwab,Oakland,California,94601,954,3.15,1
894,2020-09-11,480,Lindsay Williams,Monroe,North Carolina,28110,206,31.984,2
895,2020-09-11,480,Lindsay Williams,Monroe,North Carolina,28110,1744,71.984,2
896,2019-03-16,571,Naresj Patel,San Diego,California,92105,564,120.15,9
897,2019-03-16,571,Naresj Patel,San Diego,California,92105,1701,219.184,2
898,2019-04-06,114,Brad Thomas,Clinton,Maryland,20735,1064,28.9,5
899,2019-04-06,114,Brad Thomas,Clinton,Maryland,20735,429,355.96,2
900,2020-04-30,611,Penelope Sewall,Charlotte,North Carolina,28205,1412,348.208,7
901,2020-04-30,611,Penelope Sewall,Charlotte,North Carolina,28205,801,35.784,7
902,2017-10-02,577,Noel Staavos,Los Angeles,California,90049,363,447.84,5
903,2019-09-22,613,Paul Van Hugh,San Francisco,California,94122,522,7.04,4
904,2019-09-22,613,Paul Van Hugh,San Francisco,California,94122,144,8.73,3
905,2019-09-22,613,Paul Van Hugh,San Francisco,California,94122,1485,29.29,1
906,2019-09-22,613,Paul Van Hugh,San Francisco,California,94122,548,8.64,3
907,2020-07-29,654,Resi Pölking,Houston,Texas,77041,808,2.694,3
908,2020-07-29,654,Resi Pölking,Houston,Texas,77041,723,2.934,3
909,2020-01-29,570,Neoma Murray,Riverside,California,92503,1138,22.92,3
910,2020-02-27,259,Eric Hoffmann,Houston,Texas,77041,1311,100.704,6
911,2020-02-27,259,Eric Hoffmann,Houston,Texas,77041,144,2.328,2
912,2020-02-27,259,Eric Hoffmann,Houston,Texas,77041,784,10.78,5
913,2020-02-27,259,Eric Hoffmann,Houston,Texas,77041,937,58.368,12
914,2020-02-27,259,Eric Hoffmann,Houston,Texas,77041,888,40.968,3
915,2020-02-27,259,Eric Hoffmann,Houston,Texas,77041,1815,71.96,5
916,2020-02-27,259,Eric Hoffmann,Houston,Texas,77041,1280,10.368,2
917,2020-02-27,259,Eric Hoffmann,Houston,Texas,77041,744,1.192,2
918,2021-03-27,619,Russell Applegate,Encinitas,California,92024,773,46.672,2
919,2021-03-27,619,Russell Applegate,Encinitas,California,92024,18,119.833,1
920,2021-03-27,619,Russell Applegate,Encinitas,California,92024,1565,119.98,2
921,2019-10-30,222,Dionis Lloyd,San Francisco,California,94110,996,6.3,2
922,2018-12-13,178,Christine Sundaresam,Roswell,Georgia,30076,1145,279.9,5
923,2018-12-13,178,Christine Sundaresam,Roswell,Georgia,30076,1518,619.95,5
924,2018-12-13,178,Christine Sundaresam,Roswell,Georgia,30076,1023,4.36,2
925,2018-12-13,178,Christine Sundaresam,Roswell,Georgia,30076,896,15.28,2
926,2017-04-29,328,Hunter Lopez,Jonesboro,Arkansas,72401,1712,699.93,7
927,2017-04-29,328,Hunter Lopez,Jonesboro,Arkansas,72401,552,22.96,7
928,2017-04-29,328,Hunter Lopez,Jonesboro,Arkansas,72401,251,38.6,4
929,2017-04-29,328,Hunter Lopez,Jonesboro,Arkansas,72401,600,6.63,3
930,2017-04-29,328,Hunter Lopez,Jonesboro,Arkansas,72401,864,23.34,3
931,2017-04-29,328,Hunter Lopez,Jonesboro,Arkansas,72401,89,1067.94,3
932,2018-06-10,582,Pete Armstrong,Richmond,Indiana,47374,570,10.16,1
933,2018-06-10,582,Pete Armstrong,Richmond,Indiana,47374,862,101.88,6
934,2019-07-21,71,Brian Dahlen,Springfield,Virginia,22153,362,343.92,4
935,2019-07-21,71,Brian Dahlen,Springfield,Virginia,22153,1021,40.99,1
936,2019-07-21,71,Brian Dahlen,Springfield,Virginia,22153,869,63.9,5
937,2020-03-15,298,Greg Guthrie,Antioch,California,94509,1252,19.44,3
938,2019-09-13,409,Joni Sundaresam,Philadelphia,Pennsylvania,19134,1395,124.608,4
939,2019-09-13,409,Joni Sundaresam,Philadelphia,Pennsylvania,19134,957,7.56,3
940,2020-03-20,470,Lena Radford,Homestead,Florida,33030,1342,85.224,3
941,2020-02-20,284,Frank Hawley,La Porte,Indiana,46350,874,287.52,8
942,2020-02-20,284,Frank Hawley,La Porte,Indiana,46350,423,37.68,2
943,2020-02-20,284,Frank Hawley,La Porte,Indiana,46350,1125,19.98,2
944,2020-02-20,284,Frank Hawley,La Porte,Indiana,46350,579,20.58,7
945,2020-02-20,284,Frank Hawley,La Porte,Indiana,46350,725,17.38,2
946,2018-01-06,45,Arthur Prichep,Los Angeles,California,90045,294,204.6,2
947,2018-01-06,45,Arthur Prichep,Los Angeles,California,90045,918,8.72,4
948,2018-01-06,45,Arthur Prichep,Los Angeles,California,90045,1152,6.48,1
949,2018-01-06,45,Arthur Prichep,Los Angeles,California,90045,1672,686.32,2
950,2018-01-06,45,Arthur Prichep,Los Angeles,California,90045,1412,62.18,1
951,2018-07-13,555,Nat Carroll,Lansing,Michigan,48911,454,644.076,2
952,2018-07-13,555,Nat Carroll,Lansing,Michigan,48911,911,5.84,2
953,2018-07-13,555,Nat Carroll,Lansing,Michigan,48911,771,12.76,2
954,2018-07-13,555,Nat Carroll,Lansing,Michigan,48911,1690,10.95,1
955,2018-07-13,555,Nat Carroll,Lansing,Michigan,48911,1614,599.98,2
956,2018-08-16,128,Claudia Bergmann,Cuyahoga Falls,Ohio,44221,197,8.352,6
957,2018-03-29,611,Penelope Sewall,Harrisonburg,Virginia,22801,1411,122.48,2
958,2018-03-29,611,Penelope Sewall,Harrisonburg,Virginia,22801,338,2244.48,7
959,2018-03-29,611,Penelope Sewall,Harrisonburg,Virginia,22801,799,62.31,3
960,2018-03-29,611,Penelope Sewall,Harrisonburg,Virginia,22801,321,455.1,2
961,2019-10-10,295,George Bell,Los Angeles,California,90004,85,195.184,1
962,2020-10-06,1,Alex Avila,Minneapolis,Minnesota,55407,388,362.94,3
963,2020-10-06,1,Alex Avila,Minneapolis,Minnesota,55407,833,11.54,2
964,2017-12-09,477,Larry Tron,Escondido,California,92025,611,53.94,3
965,2017-06-10,44,Anne Pryor,New York City,New York,10035,1850,9.99,1
966,2017-06-10,44,Anne Pryor,New York City,New York,10035,830,125.76,3
967,2017-06-10,44,Anne Pryor,New York City,New York,10035,774,25.32,5
968,2017-08-11,600,Paul MacIntyre,Jackson,Michigan,49201,690,46.8,4
969,2019-02-10,421,Kelly Collister,Seattle,Washington,98115,1501,447.93,9
970,2021-03-17,220,Delfina Latchford,New York City,New York,10035,315,109.48,2
971,2021-03-17,220,Delfina Latchford,New York City,New York,10035,1407,272.94,3
972,2021-03-17,220,Delfina Latchford,New York City,New York,10035,1207,19.44,3
973,2021-03-17,220,Delfina Latchford,New York City,New York,10035,1368,31.92,4
974,2017-06-17,726,Scott Williamson,Royal Oak,Michigan,48073,1164,22.38,2
975,2017-07-29,2,Allen Armold,Los Angeles,California,90008,760,16.52,5
976,2019-01-30,478,Liz Thompson,Bloomington,Illinois,61701,650,5.176,4
977,2018-11-30,232,Dave Poirier,New York City,New York,10035,786,50.112,6
978,2018-04-05,59,Alyssa Tate,Los Angeles,California,90004,1006,11.56,4
979,2019-08-02,122,Cathy Armstrong,Houston,Texas,77070,1554,258.696,3
980,2017-09-28,191,Dave Brooks,Lakewood,New Jersey,8701,1846,1322.93,7
981,2017-09-28,191,Dave Brooks,Lakewood,New Jersey,8701,535,3.76,2
982,2020-04-23,625,Rob Beeghly,Jacksonville,North Carolina,28540,870,21.744,1
983,2020-04-23,625,Rob Beeghly,Jacksonville,North Carolina,28540,1818,7.92,5
984,2018-03-03,333,Harold Ryan,Seattle,Washington,98103,834,12.096,7
985,2018-03-03,333,Harold Ryan,Seattle,Washington,98103,1367,485.88,6
986,2018-03-03,333,Harold Ryan,Seattle,Washington,98103,1128,25.92,4
987,2018-03-03,333,Harold Ryan,Seattle,Washington,98103,1291,197.58,2
988,2020-06-05,115,Bradley Talbott,Los Angeles,California,90036,466,81.92,4
989,2020-06-05,115,Bradley Talbott,Los Angeles,California,90036,1842,889.536,8
990,2020-06-05,115,Bradley Talbott,Los Angeles,California,90036,117,892.224,3
991,2020-06-05,115,Bradley Talbott,Los Angeles,California,90036,1145,223.92,4
992,2020-06-05,115,Bradley Talbott,Los Angeles,California,90036,1068,23.12,4
993,2018-12-24,564,Nat Gilpin,Coral Springs,Florida,33065,1140,15.552,3
994,2018-12-24,564,Nat Gilpin,Coral Springs,Florida,33065,219,15.712,4
995,2018-12-24,564,Nat Gilpin,Coral Springs,Florida,33065,1335,24.672,2
996,2018-12-24,564,Nat Gilpin,Coral Springs,Florida,33065,257,55.968,1
997,2019-07-17,792,Zuschuss Carroll,Houston,Texas,77041,1513,431.928,9
998,2019-07-17,792,Zuschuss Carroll,Houston,Texas,77041,126,95.984,4
999,2019-07-17,792,Zuschuss Carroll,Houston,Texas,77041,846,1088.792,4
